bill_id,date,customer_name,city,phone_number,product_name,category,quantity,price_per_unit,total_amount
8534,21-03-2023,Bonnie Barker,Ahmedabad,9.16022E+11,Sprite,Cold Drink,4,30,120
8684,24-06-2022,Kaitlyn Patel,Lucknow,9.16674E+11,Mazaa,Cold Drink,5,20,100
7621,05-08-2023,Jeremy Mcbride,Hyderabad,9.15762E+11,Body Lotion,Cosmetics,9,200,1800
1594,06-07-2022,Christina Daniel,Ahmedabad,9.18722E+11,Hair Spray,Cosmetics,2,230,460
6253,06-05-2023,James Santos,Delhi,9.13757E+11,Lipstick,Beauty,3,40,120
3052,10-12-2022,Claire Hernandez,Jaipur,9.19287E+11,Rice,Grocery,4,100,400
6408,05-04-2022,Sylvia Waters,Lucknow,9.13631E+11,Shampoo,Beauty,2,40,80
9975,18-12-2023,Sarah Martin,Mumbai,9.1063E+11,Sugar,Grocery,2,30,60
7596,17-04-2022,Daniel Mcguire,Kolkata,9.11832E+11,Face Cream,Cosmetics,10,100,1000
5823,27-05-2023,Tyler Anderson,Chennai,9.1706E+11,Sugar,Grocery,8,30,240
7404,13-08-2022,John Buck,Jaipur,9.18823E+11,Face Cream,Cosmetics,10,100,1000
1117,08-05-2023,Michael Bradford,Pune,9.14194E+11,Coca-Cola,Cold Drink,1,40,40
5911,26-12-2022,Alexander Stuart,Mumbai,9.13577E+11,Sugar,Grocery,10,30,300
9670,19-06-2022,Jeffery Phillips,Pune,9.18309E+11,Sprite,Cold Drink,10,30,300
7935,25-07-2022,Stacey Hernandez,Delhi,9.12256E+11,Hair Gel,Cosmetics,4,150,600
1847,19-10-2022,Matthew Farmer,Hyderabad,9.14919E+11,Tea,Grocery,7,100,700
9090,14-11-2022,April Nguyen,Kolkata,9.17105E+11,Wheat,Grocery,9,120,1080
6116,29-07-2023,Elizabeth Martinez,Chennai,9.12232E+11,Body Lotion,Cosmetics,8,200,1600
2540,21-08-2022,Jose Mcmillan,Delhi,9.12858E+11,Shampoo,Beauty,2,40,80
8534,10-03-2023,Lauren Gordon,Bangalore,9.18258E+11,Sprite,Cold Drink,1,30,30
6233,29-09-2022,Mr. Jeffrey Smith,Jaipur,9.16345E+11,Daal,Grocery,5,130,650
9087,29-08-2023,Terri Brewer,Pune,9.16745E+11,Tea,Grocery,5,100,500
4940,07-02-2023,Dennis Acosta,Pune,9.11759E+11,Face Cream,Cosmetics,9,100,900
3727,30-12-2022,Bobby Wolfe,Ahmedabad,9.15865E+11,Body Lotion,Cosmetics,8,200,1600
6849,05-07-2022,Leslie Thompson,Lucknow,9.12311E+11,Mazaa,Cold Drink,8,20,160
3889,13-09-2023,Marissa Morgan,Mumbai,9.11939E+11,Tea,Grocery,10,100,1000
2153,14-09-2022,Dale Fisher,Chennai,9.10738E+11,Shampoo,Beauty,2,40,80
5580,24-01-2022,Brittany Hamilton,Ahmedabad,9.13583E+11,Pepsi,Cold Drink,7,20,140
9693,01-05-2022,Alex Watson,Mumbai,9.12472E+11,Hair Gel,Cosmetics,5,150,750
5108,14-02-2023,Jennifer Gross,Kolkata,9.19097E+11,Tea,Grocery,9,100,900
6006,05-05-2022,Scott Patterson,Jaipur,9.18045E+11,Pepsi,Cold Drink,5,20,100
8584,20-08-2022,Eric Mueller,Hyderabad,9.14462E+11,Coca-Cola,Cold Drink,3,40,120
2411,25-07-2023,Ricky Carroll,Pune,9.12786E+11,Bath Soap,Cosmetics,1,80,80
1445,27-04-2022,Brittany Walker,Ahmedabad,9.13173E+11,Wheat,Grocery,10,120,1200
6644,14-02-2023,Alexis Mcdonald,Kolkata,9.10305E+11,Shampoo,Beauty,1,40,40
1815,04-08-2022,Elizabeth Stanton,Chennai,9.10384E+11,Frooti,Cold Drink,10,30,300
8292,29-12-2023,Christopher Jones,Mumbai,9.19586E+11,Pepsi,Cold Drink,6,20,120
3252,18-10-2023,Lisa Patel,Delhi,9.10108E+11,Lipstick,Beauty,1,40,40
5686,16-03-2022,Elizabeth Brooks,Mumbai,9.11986E+11,Frooti,Cold Drink,8,30,240
8664,24-06-2023,Peter Gibson,Lucknow,9.12406E+11,Sprite,Cold Drink,6,30,180
3294,18-05-2022,Jordan Simmons,Kolkata,9.10814E+11,Mazaa,Cold Drink,9,20,180
8081,16-12-2022,Caleb Harding,Kolkata,9.12144E+11,Lipstick,Beauty,9,40,360
9844,27-04-2022,Tracey Villa,Kolkata,9.19268E+11,Coca-Cola,Cold Drink,7,40,280
7224,28-01-2023,Cameron Brown,Delhi,9.13422E+11,Bath Soap,Cosmetics,6,80,480
8124,17-08-2023,Terry Stephenson,Pune,9.19136E+11,Tea,Grocery,1,100,100
6381,10-06-2023,Katrina Smith,Bangalore,9.11359E+11,Mazaa,Cold Drink,1,20,20
8185,29-08-2023,Jasmine Jones,Jaipur,9.18394E+11,Hair Gel,Cosmetics,2,150,300
5245,23-02-2023,John Davis,Chennai,9.13106E+11,Lipstick,Beauty,7,40,280
7297,12-03-2022,Gabrielle Savage,Ahmedabad,9.15215E+11,Perfume,Beauty,1,80,80
8852,31-07-2022,Mark Wilson,Bangalore,9.17309E+11,Daal,Grocery,3,130,390
3951,25-05-2023,Jessica Moore,Mumbai,9.19324E+11,Wheat,Grocery,1,120,120
3526,05-05-2023,Amber Lee,Bangalore,9.18267E+11,Pepsi,Cold Drink,4,20,80
7530,16-02-2023,Anna Murillo,Chennai,9.18163E+11,Hair Spray,Cosmetics,8,230,1840
3583,20-02-2022,Jose Porter,Kolkata,9.13607E+11,Perfume,Beauty,8,80,640
2307,14-01-2022,Timothy Smith,Kolkata,9.13464E+11,Perfume,Beauty,1,80,80
3590,27-02-2023,Jose Prince,Pune,9.18475E+11,Mazaa,Cold Drink,1,20,20
2206,26-12-2022,William Wilson,Pune,9.12181E+11,Rice,Grocery,4,100,400
2821,01-10-2023,Jose Schaefer,Hyderabad,9.13683E+11,Sprite,Cold Drink,7,30,210
1587,04-05-2023,Miguel Moon,Chennai,9.10355E+11,Coca-Cola,Cold Drink,4,40,160
1398,30-12-2023,Katie Bennett,Ahmedabad,9.14315E+11,Hair Spray,Cosmetics,6,230,1380
9971,14-02-2022,Andrew Weber,Ahmedabad,9.12084E+11,Mazaa,Cold Drink,2,20,40
2654,28-10-2022,Joshua Franklin,Pune,9.10793E+11,Lipstick,Beauty,10,40,400
7585,30-03-2022,Cynthia Booker,Delhi,9.14438E+11,Hair Spray,Cosmetics,7,230,1610
9214,13-04-2023,Ronald Garcia,Jaipur,9.14878E+11,Mazaa,Cold Drink,4,20,80
6263,14-01-2022,Robert Jordan,Delhi,9.1877E+11,Body Lotion,Cosmetics,10,200,2000
8947,24-08-2023,Laura Porter,Kolkata,9.16082E+11,Bath Soap,Cosmetics,9,80,720
9325,01-06-2023,Richard White,Bangalore,9.11661E+11,Face Cream,Cosmetics,9,100,900
6132,20-09-2023,Yvonne Rodriguez,Mumbai,9.14787E+11,Lipstick,Beauty,1,40,40
1483,18-03-2023,Kimberly Davis,Lucknow,9.12054E+11,Shampoo,Beauty,8,40,320
1413,27-03-2023,Frank Macdonald,Chennai,9.10775E+11,Frooti,Cold Drink,7,30,210
9019,22-11-2023,Casey Hernandez,Bangalore,9.19261E+11,Lipstick,Beauty,4,40,160
7499,24-11-2023,Angela Johnson,Ahmedabad,9.12326E+11,Tea,Grocery,3,100,300
8163,06-07-2023,Cheryl Meza,Mumbai,9.15923E+11,Body Lotion,Cosmetics,7,200,1400
2056,17-11-2022,Amber Ortega,Pune,9.13381E+11,Coca-Cola,Cold Drink,3,40,120
8544,19-06-2023,Patrick Kim,Delhi,9.13263E+11,Coca-Cola,Cold Drink,8,40,320
3873,21-10-2022,Tina Mckay,Hyderabad,9.18221E+11,Pepsi,Cold Drink,10,20,200
9834,06-12-2023,Michael Morrow,Jaipur,9.14457E+11,Sprite,Cold Drink,8,30,240
5834,16-06-2023,David Munoz,Jaipur,9.15533E+11,Shampoo,Beauty,7,40,280
2622,27-08-2023,Rachel Hill,Kolkata,9.11291E+11,Sugar,Grocery,1,30,30
8375,19-11-2023,Kevin Garcia,Hyderabad,9.1253E+11,Shampoo,Beauty,3,40,120
8870,26-08-2023,Joseph Savage,Chennai,9.15629E+11,Lipstick,Beauty,2,40,80
3828,12-01-2023,Jerry Harrison,Kolkata,9.1565E+11,Shampoo,Beauty,8,40,320
8944,19-09-2022,Dr. James Rios,Jaipur,9.10112E+11,Daal,Grocery,9,130,1170
4245,26-08-2023,William Daniels,Mumbai,9.13126E+11,Pepsi,Cold Drink,6,20,120
7197,06-07-2022,Tammy Rodriguez,Ahmedabad,9.16331E+11,Frooti,Cold Drink,6,30,180
3978,02-08-2023,Nicholas Roy,Mumbai,9.15387E+11,Sugar,Grocery,6,30,180
4486,08-08-2023,Francisco Bennett,Lucknow,9.16116E+11,Sugar,Grocery,7,30,210
2420,31-07-2023,Megan Duran,Chennai,9.10707E+11,Hair Spray,Cosmetics,7,230,1610
9813,28-09-2023,Brandon Cunningham,Bangalore,9.14132E+11,Mazaa,Cold Drink,7,20,140
5822,27-03-2022,Robert Torres,Hyderabad,9.1285E+11,Tea,Grocery,10,100,1000
5559,24-11-2022,Kristen Pruitt,Lucknow,9.19587E+11,Body Lotion,Cosmetics,8,200,1600
4275,30-07-2022,John Jordan,Hyderabad,9.10831E+11,Rice,Grocery,6,100,600
2383,26-10-2022,Russell Lawrence,Jaipur,9.15573E+11,Hair Gel,Cosmetics,5,150,750
5493,24-09-2023,Alexander Kent,Hyderabad,9.14376E+11,Mazaa,Cold Drink,5,20,100
9694,31-01-2022,Betty Thomas,Bangalore,9.19451E+11,Wheat,Grocery,10,120,1200
6753,08-11-2022,Kimberly Bullock,Ahmedabad,9.12892E+11,Body Lotion,Cosmetics,4,200,800
9986,17-10-2022,Daniel Beasley,Pune,9.14579E+11,Sprite,Cold Drink,8,30,240
8229,26-12-2022,Kelly Cox,Hyderabad,9.10762E+11,Hair Gel,Cosmetics,10,150,1500
7339,21-04-2023,Mark Smith,Pune,9.12808E+11,Sugar,Grocery,5,30,150
2838,30-10-2023,Jeremy Jones,Bangalore,9.12029E+11,Daal,Grocery,6,130,780
1254,28-10-2022,Jennifer Moore,Pune,9.12026E+11,Coca-Cola,Cold Drink,3,40,120
4234,19-12-2023,Mary Stanley,Jaipur,9.10671E+11,Hair Gel,Cosmetics,5,150,750
5874,16-10-2022,Marcus Lee,Lucknow,9.17723E+11,Hair Gel,Cosmetics,1,150,150
9152,02-02-2023,Christopher Hayes,Hyderabad,9.12916E+11,Rice,Grocery,4,100,400
2615,03-11-2023,Sherri Thomas,Mumbai,9.16601E+11,Perfume,Beauty,9,80,720
4429,26-07-2023,Gina Adkins,Hyderabad,9.10382E+11,Rice,Grocery,8,100,800
8697,28-08-2022,Michael Terry,Jaipur,9.18689E+11,Face Cream,Cosmetics,2,100,200
5168,08-11-2023,Robert Vance,Chennai,9.11763E+11,Face Cream,Cosmetics,3,100,300
5112,23-05-2022,Kimberly Brown,Kolkata,9.14751E+11,Bath Soap,Cosmetics,5,80,400
8269,05-10-2023,Tina Carpenter,Hyderabad,9.15963E+11,Tea,Grocery,8,100,800
6171,17-01-2022,Renee Harris,Chennai,9.12051E+11,Coca-Cola,Cold Drink,10,40,400
6966,20-03-2023,Anne Moses,Chennai,9.16493E+11,Shampoo,Beauty,5,40,200
8831,17-05-2022,Amanda Franklin,Bangalore,9.18574E+11,Bath Soap,Cosmetics,1,80,80
3119,27-07-2023,Madison Oliver,Kolkata,9.16418E+11,Sugar,Grocery,6,30,180
1209,17-12-2023,Rachael Campos,Hyderabad,9.12344E+11,Frooti,Cold Drink,10,30,300
3330,22-03-2022,Charles Fowler,Delhi,9.17726E+11,Sugar,Grocery,10,30,300
6067,02-02-2022,Jose Zuniga,Delhi,9.10085E+11,Shampoo,Beauty,8,40,320
9529,13-02-2023,Heidi Hawkins,Hyderabad,9.13686E+11,Bath Soap,Cosmetics,9,80,720
1442,06-05-2023,Richard Roberts,Hyderabad,9.12143E+11,Sugar,Grocery,4,30,120
5036,04-01-2023,Melissa Flores,Mumbai,9.15167E+11,Face Cream,Cosmetics,2,100,200
4773,31-12-2022,Carmen Williams,Chennai,9.14185E+11,Sprite,Cold Drink,3,30,90
2468,18-10-2023,Gregory Schwartz,Chennai,9.14446E+11,Pepsi,Cold Drink,6,20,120
8211,10-09-2023,Dr. Timothy Doyle,Delhi,9.11785E+11,Wheat,Grocery,1,120,120
6904,17-08-2023,Melissa Goodwin,Bangalore,9.12799E+11,Rice,Grocery,8,100,800
9228,14-11-2023,Tiffany Graham,Kolkata,9.12551E+11,Perfume,Beauty,4,80,320
3854,03-06-2022,Oscar Curtis,Bangalore,9.17546E+11,Tea,Grocery,3,100,300
2476,20-03-2023,Joseph Williams,Mumbai,9.11215E+11,Hair Gel,Cosmetics,4,150,600
2991,27-03-2022,Chelsea Merritt,Kolkata,9.10052E+11,Perfume,Beauty,2,80,160
3003,08-10-2023,Susan Hernandez,Bangalore,9.1354E+11,Hair Spray,Cosmetics,7,230,1610
4230,13-10-2022,Sarah Nichols,Hyderabad,9.19461E+11,Wheat,Grocery,5,120,600
3963,17-10-2022,Lisa Hooper,Ahmedabad,9.15211E+11,Sprite,Cold Drink,5,30,150
4673,29-10-2023,John Leonard,Delhi,9.14695E+11,Coca-Cola,Cold Drink,1,40,40
5919,11-03-2022,Crystal Vaughn,Chennai,9.14428E+11,Frooti,Cold Drink,10,30,300
3063,22-10-2023,Patricia Perry,Pune,9.13609E+11,Tea,Grocery,6,100,600
8661,28-05-2022,Thomas Johnston,Lucknow,9.14887E+11,Wheat,Grocery,4,120,480
9660,17-03-2022,Debra Hubbard,Mumbai,9.13581E+11,Perfume,Beauty,4,80,320
4557,13-05-2023,Erika Arroyo,Mumbai,9.11651E+11,Daal,Grocery,2,130,260
1373,15-06-2022,Brian Thompson,Hyderabad,9.12096E+11,Sugar,Grocery,4,30,120
2453,24-09-2023,Paul Ingram,Chennai,9.11728E+11,Mazaa,Cold Drink,3,20,60
7275,25-02-2022,Mario Gallagher,Pune,9.16994E+11,Perfume,Beauty,5,80,400
4638,07-03-2022,David Smith,Delhi,9.17906E+11,Bath Soap,Cosmetics,10,80,800
3566,07-04-2022,Donald Gibbs,Jaipur,9.12718E+11,Frooti,Cold Drink,9,30,270
8601,06-02-2022,Anthony Valencia,Jaipur,9.17359E+11,Pepsi,Cold Drink,3,20,60
9429,02-01-2022,Jamie Norman,Kolkata,9.15935E+11,Lipstick,Beauty,6,40,240
6222,26-02-2022,Jonathon Price,Kolkata,9.16719E+11,Coca-Cola,Cold Drink,10,40,400
6132,15-12-2022,Carl Wagner,Lucknow,9.18766E+11,Daal,Grocery,9,130,1170
1358,16-09-2023,Alexander Soto,Mumbai,9.16128E+11,Hair Gel,Cosmetics,3,150,450
1229,25-04-2023,Curtis Osborne,Ahmedabad,9.13762E+11,Body Lotion,Cosmetics,9,200,1800
9967,23-12-2023,Garrett Morales,Delhi,9.13591E+11,Frooti,Cold Drink,2,30,60
4072,03-06-2023,Kenneth Burke,Chennai,9.10621E+11,Coca-Cola,Cold Drink,8,40,320
7847,27-07-2023,Colleen Campos,Kolkata,9.11865E+11,Lipstick,Beauty,10,40,400
1050,03-12-2023,Brittany Martin,Chennai,9.11319E+11,Sugar,Grocery,5,30,150
5806,05-09-2022,Sarah Huynh,Kolkata,9.11087E+11,Mazaa,Cold Drink,7,20,140
8761,12-11-2023,Michael Taylor,Pune,9.14473E+11,Mazaa,Cold Drink,10,20,200
9806,27-06-2023,Lisa Davis,Pune,9.1847E+11,Face Cream,Cosmetics,6,100,600
7823,20-05-2023,Samantha Williams,Delhi,9.18749E+11,Coca-Cola,Cold Drink,9,40,360
4175,24-06-2023,Doris Barrett,Ahmedabad,9.17358E+11,Bath Soap,Cosmetics,9,80,720
2194,23-03-2022,Zachary Garcia,Delhi,9.17179E+11,Sprite,Cold Drink,9,30,270
5856,20-09-2022,Jose Clark,Hyderabad,9.17581E+11,Rice,Grocery,8,100,800
4498,17-09-2023,Jonathon Wheeler,Kolkata,9.11192E+11,Sugar,Grocery,3,30,90
1004,18-11-2022,Michael Peterson,Chennai,9.18715E+11,Shampoo,Beauty,4,40,160
5938,19-10-2023,Jason Hayes,Chennai,9.14668E+11,Body Lotion,Cosmetics,3,200,600
2623,12-03-2023,April Lee,Hyderabad,9.1765E+11,Shampoo,Beauty,3,40,120
2566,25-10-2023,Louis Cabrera,Kolkata,9.11237E+11,Coca-Cola,Cold Drink,5,40,200
5989,06-10-2022,Nicole Hernandez,Hyderabad,9.12545E+11,Rice,Grocery,5,100,500
9390,16-04-2022,Mrs. Regina Burch MD,Kolkata,9.10841E+11,Bath Soap,Cosmetics,4,80,320
2518,11-08-2023,Michele Blanchard,Chennai,9.11853E+11,Hair Spray,Cosmetics,5,230,1150
7254,10-12-2023,Christina Ward,Delhi,9.17918E+11,Body Lotion,Cosmetics,2,200,400
2421,10-04-2022,Jordan Moore,Lucknow,9.10791E+11,Perfume,Beauty,1,80,80
6350,07-05-2022,Ryan Valdez,Ahmedabad,9.17572E+11,Hair Spray,Cosmetics,10,230,2300
3638,16-02-2023,Brenda Mercado,Mumbai,9.12973E+11,Frooti,Cold Drink,8,30,240
2197,15-03-2023,John Matthews,Ahmedabad,9.18204E+11,Face Cream,Cosmetics,1,100,100
2693,21-07-2023,Brooke Thompson,Jaipur,9.19122E+11,Wheat,Grocery,7,120,840
6427,08-09-2022,David Jennings,Mumbai,9.18185E+11,Coca-Cola,Cold Drink,1,40,40
7442,20-11-2023,Frederick Shields,Lucknow,9.12634E+11,Lipstick,Beauty,10,40,400
1659,22-11-2022,Kevin Baker,Pune,9.11692E+11,Lipstick,Beauty,3,40,120
9355,03-02-2023,Courtney Thomas,Ahmedabad,9.16624E+11,Frooti,Cold Drink,4,30,120
3345,21-08-2022,Paul Williams,Mumbai,9.14711E+11,Body Lotion,Cosmetics,5,200,1000
3276,28-07-2023,Eduardo Montgomery MD,Hyderabad,9.13132E+11,Lipstick,Beauty,3,40,120
7836,05-05-2022,Linda Bell,Hyderabad,9.12021E+11,Tea,Grocery,10,100,1000
6944,17-01-2023,Robert Farrell,Jaipur,9.16268E+11,Shampoo,Beauty,2,40,80
6770,18-02-2022,Julie Sanders,Hyderabad,9.10338E+11,Coca-Cola,Cold Drink,3,40,120
9977,29-09-2022,Barbara Liu,Mumbai,9.16853E+11,Hair Gel,Cosmetics,9,150,1350
3464,23-01-2022,David Morrow,Lucknow,9.17019E+11,Pepsi,Cold Drink,2,20,40
7028,14-06-2023,Brenda Rodriguez,Mumbai,9.1219E+11,Lipstick,Beauty,3,40,120
7271,20-06-2023,Diane Cox,Ahmedabad,9.1748E+11,Face Cream,Cosmetics,3,100,300
1848,25-12-2023,Alicia Hernandez,Mumbai,9.19929E+11,Frooti,Cold Drink,7,30,210
9687,30-12-2022,Justin Smith,Delhi,9.1419E+11,Lipstick,Beauty,5,40,200
9070,08-04-2023,Hannah Davis,Chennai,9.16012E+11,Perfume,Beauty,7,80,560
2562,24-03-2023,Beth Myers,Hyderabad,9.18178E+11,Sugar,Grocery,7,30,210
9297,10-02-2023,Mary Scott,Ahmedabad,9.14366E+11,Sugar,Grocery,10,30,300
1320,28-12-2023,Andrew Singh,Chennai,9.16708E+11,Lipstick,Beauty,7,40,280
6975,29-11-2022,Julia Park,Ahmedabad,9.14306E+11,Hair Gel,Cosmetics,1,150,150
2151,07-04-2022,Morgan Smith,Kolkata,9.1125E+11,Coca-Cola,Cold Drink,8,40,320
7547,27-11-2023,Lisa Roach,Kolkata,9.12797E+11,Perfume,Beauty,1,80,80
6284,13-09-2023,Jessica Doyle,Lucknow,9.10408E+11,Coca-Cola,Cold Drink,7,40,280
4433,02-03-2022,Tamara Bowers,Pune,9.1861E+11,Shampoo,Beauty,7,40,280
7807,28-11-2023,Emily Jimenez,Ahmedabad,9.13524E+11,Daal,Grocery,2,130,260
2488,05-05-2023,Gary Wilkinson,Jaipur,9.19996E+11,Hair Gel,Cosmetics,3,150,450
3334,04-01-2022,Heather Hancock,Jaipur,9.10729E+11,Lipstick,Beauty,5,40,200
2387,19-02-2023,Peter Peters,Chennai,9.13393E+11,Body Lotion,Cosmetics,9,200,1800
5725,02-09-2022,Jacob Hernandez,Chennai,9.14127E+11,Frooti,Cold Drink,7,30,210
2562,03-12-2023,Laura Nguyen,Hyderabad,9.15337E+11,Mazaa,Cold Drink,6,20,120
3365,18-02-2022,Jessica Payne,Mumbai,9.10442E+11,Daal,Grocery,1,130,130
2736,13-01-2022,Jeremy Smith,Ahmedabad,9.16477E+11,Body Lotion,Cosmetics,5,200,1000
4574,30-01-2022,Carlos Johnston,Mumbai,9.11723E+11,Tea,Grocery,10,100,1000
6109,26-08-2023,Renee Nunez,Lucknow,9.10423E+11,Wheat,Grocery,5,120,600
5988,19-05-2023,Stacey Reed,Delhi,9.18184E+11,Pepsi,Cold Drink,3,20,60
8630,15-06-2023,Bryan Jordan II,Lucknow,9.18497E+11,Sugar,Grocery,8,30,240
8549,02-03-2023,William Schultz,Bangalore,9.10324E+11,Mazaa,Cold Drink,7,20,140
2180,31-03-2022,Margaret Mueller,Kolkata,9.10801E+11,Daal,Grocery,7,130,910
4129,14-04-2023,Laurie Villarreal,Mumbai,9.15119E+11,Frooti,Cold Drink,8,30,240
9876,10-08-2023,Ashley Davis,Kolkata,9.11696E+11,Hair Gel,Cosmetics,6,150,900
2797,03-02-2023,Lori Ballard,Jaipur,9.1841E+11,Lipstick,Beauty,9,40,360
1226,25-07-2022,Adam Henry,Lucknow,9.1637E+11,Coca-Cola,Cold Drink,10,40,400
1146,11-01-2022,David Wagner,Bangalore,9.10365E+11,Mazaa,Cold Drink,1,20,20
7679,12-12-2022,Dennis Johnson,Jaipur,9.12853E+11,Lipstick,Beauty,5,40,200
7669,18-12-2023,Aimee Moore,Pune,9.15931E+11,Body Lotion,Cosmetics,9,200,1800
6760,12-01-2023,Sharon Chapman,Bangalore,9.19483E+11,Pepsi,Cold Drink,1,20,20
6948,09-08-2022,Troy Zimmerman,Bangalore,9.19208E+11,Pepsi,Cold Drink,3,20,60
3692,20-10-2023,Amanda Dawson,Ahmedabad,9.16075E+11,Bath Soap,Cosmetics,4,80,320
2354,20-10-2022,Daniel Yoder,Delhi,9.17072E+11,Coca-Cola,Cold Drink,6,40,240
9347,28-08-2023,Mary Smith,Jaipur,9.13615E+11,Tea,Grocery,2,100,200
5543,01-04-2022,Diane Smith,Hyderabad,9.15082E+11,Hair Gel,Cosmetics,5,150,750
7310,25-12-2023,Linda Johnson,Bangalore,9.14663E+11,Hair Spray,Cosmetics,1,230,230
8967,17-02-2023,Jessica Clark,Ahmedabad,9.11527E+11,Wheat,Grocery,4,120,480
9635,30-05-2022,Teresa Neal,Ahmedabad,9.11534E+11,Tea,Grocery,6,100,600
4598,27-12-2023,Benjamin Richardson,Hyderabad,9.16996E+11,Lipstick,Beauty,5,40,200
6949,26-07-2023,Daniel Cruz Jr.,Lucknow,9.10716E+11,Hair Gel,Cosmetics,6,150,900
9290,05-09-2022,Charles King,Ahmedabad,9.17926E+11,Frooti,Cold Drink,2,30,60
8344,12-07-2023,Ashlee Wiggins,Jaipur,9.15352E+11,Tea,Grocery,8,100,800
2263,12-02-2022,Jonathan Lopez,Kolkata,9.14789E+11,Hair Spray,Cosmetics,8,230,1840
8365,24-11-2022,Stephanie Baker,Mumbai,9.13526E+11,Mazaa,Cold Drink,2,20,40
4561,08-10-2022,Debbie Smith,Bangalore,9.15039E+11,Wheat,Grocery,6,120,720
1694,23-08-2023,Charles Tucker,Mumbai,9.18648E+11,Body Lotion,Cosmetics,1,200,200
7156,13-12-2022,Noah Curry,Lucknow,9.12378E+11,Perfume,Beauty,10,80,800
1224,26-01-2022,William Bradley,Ahmedabad,9.1129E+11,Perfume,Beauty,8,80,640
9430,26-05-2022,Wendy Martinez,Chennai,9.11583E+11,Tea,Grocery,3,100,300
7222,28-07-2022,Courtney Peters,Mumbai,9.11699E+11,Hair Gel,Cosmetics,8,150,1200
2124,05-08-2023,Susan Salinas,Delhi,9.19855E+11,Body Lotion,Cosmetics,4,200,800
2663,24-03-2022,Michael Smith,Delhi,9.10141E+11,Mazaa,Cold Drink,10,20,200
3940,09-09-2022,Ryan Shaw,Pune,9.18178E+11,Rice,Grocery,10,100,1000
1434,30-08-2023,Julian Warren,Delhi,9.18045E+11,Lipstick,Beauty,5,40,200
8995,03-11-2023,Katherine Bolton,Kolkata,9.12558E+11,Perfume,Beauty,3,80,240
9535,10-09-2023,Kiara Roberts,Pune,9.11991E+11,Wheat,Grocery,2,120,240
4423,09-08-2023,Emily Price,Jaipur,9.11251E+11,Coca-Cola,Cold Drink,4,40,160
5104,08-03-2023,Samantha Turner,Ahmedabad,9.18927E+11,Hair Spray,Cosmetics,9,230,2070
2859,17-03-2023,Jennifer Garcia,Delhi,9.18433E+11,Lipstick,Beauty,8,40,320
8419,09-06-2023,Lynn Jones,Ahmedabad,9.17722E+11,Body Lotion,Cosmetics,5,200,1000
5280,04-01-2023,Tammy Mclaughlin,Ahmedabad,9.17421E+11,Body Lotion,Cosmetics,4,200,800
4799,12-04-2022,Ashley Clark,Delhi,9.14545E+11,Daal,Grocery,9,130,1170
3325,18-02-2022,Gabriel Hurley,Hyderabad,9.19361E+11,Sugar,Grocery,9,30,270
6787,03-08-2022,Kenneth Hill,Lucknow,9.18142E+11,Hair Gel,Cosmetics,1,150,150
8543,13-12-2022,Desiree Banks,Kolkata,9.19067E+11,Rice,Grocery,3,100,300
1170,21-01-2022,Bobby Sanchez,Delhi,9.15166E+11,Sprite,Cold Drink,10,30,300
2867,26-04-2023,Jeff Clark,Hyderabad,9.19447E+11,Shampoo,Beauty,7,40,280
8403,27-09-2023,Kimberly Erickson,Ahmedabad,9.19439E+11,Sugar,Grocery,2,30,60
4926,10-02-2023,Bridget Gutierrez,Pune,9.10524E+11,Shampoo,Beauty,8,40,320
2194,25-01-2023,Steven Robinson,Jaipur,9.113E+11,Perfume,Beauty,5,80,400
3594,19-03-2023,Heidi Adkins,Pune,9.16339E+11,Face Cream,Cosmetics,4,100,400
3020,27-05-2023,Lisa Kim,Jaipur,9.11693E+11,Wheat,Grocery,1,120,120
8889,22-04-2023,Susan Johnson,Jaipur,9.15213E+11,Rice,Grocery,7,100,700
9359,05-06-2022,Lisa Solis,Hyderabad,9.16394E+11,Pepsi,Cold Drink,2,20,40
1374,03-08-2023,Michael Olson,Kolkata,9.17521E+11,Sprite,Cold Drink,5,30,150
3034,16-09-2022,Felicia Leblanc,Hyderabad,9.16439E+11,Perfume,Beauty,4,80,320
8137,03-06-2023,Andrew Holland,Hyderabad,9.15408E+11,Sprite,Cold Drink,10,30,300
8022,16-03-2022,William Clarke,Lucknow,9.14342E+11,Lipstick,Beauty,8,40,320
8015,09-02-2023,Shawn Murray,Ahmedabad,9.16474E+11,Shampoo,Beauty,7,40,280
3240,09-01-2023,Diana Rodriguez,Chennai,9.19865E+11,Mazaa,Cold Drink,10,20,200
8873,29-08-2022,Christina Andrews,Delhi,9.10743E+11,Body Lotion,Cosmetics,6,200,1200
6067,25-06-2023,Sandra Miller,Bangalore,9.14646E+11,Sprite,Cold Drink,5,30,150
6842,20-11-2022,Gina Hodges,Jaipur,9.12025E+11,Coca-Cola,Cold Drink,1,40,40
7146,25-10-2022,Jennifer Sanford,Bangalore,9.18215E+11,Body Lotion,Cosmetics,8,200,1600
4280,18-01-2022,Chelsea Dyer,Kolkata,9.12966E+11,Sugar,Grocery,8,30,240
3434,22-02-2023,Heather Simon,Ahmedabad,9.1851E+11,Bath Soap,Cosmetics,6,80,480
3710,03-02-2022,David Pineda,Delhi,9.10515E+11,Perfume,Beauty,3,80,240
